delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hrs,is_delayed,high_override
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,2025-04-18 00:57:45.637,OnTime,15.62,1,0,3.93,9.26,3.296010277777778,0,0
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2024-02-23 13:20:44.268,OnTime,16.02,0,0,4.36,16.67,4.828963333333333,0,0
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32.628,OnTime,8.31,0,0,4.85,9.58,21.392396666666667,0,0
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2025-09-22 22:06:17.558,Failed,13.01,2,1,3.36,6.79,9.338210555555555,1,1
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,2024-05-20 19:35:01.117,Delayed,9.15,1,0,2.32,12.14,15.466976944444443,1,0
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2025-03-15 06:15:52.917,OnTime,19.65,0,0,4.25,14.94,10.648032500000001,0,0
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,2024-08-25 23:58:42.961,OnTime,12.74,1,0,5.0,14.37,0.19526694444444445,0,0
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,2024-07-13 18:46:16.628,OnTime,7.62,0,0,4.64,14.41,0.6712855555555556,0,0
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2024-09-06 12:08:53.674,OnTime,15.14,0,0,4.23,13.23,4.714909444444444,0,0
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,2025-05-03 02:37:43.403,Failed,13.78,0,0,2.96,13.86,30.928723055555558,1,0
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,2024-01-26 11:26:56.498,OnTime,15.39,3,0,4.76,13.61,11.232360555555555,0,1
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2024-01-14 07:07:14.801,OnTime,14.26,1,0,4.91,4.79,2.737444722222222,0,0
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27.866,Failed,17.61,1,0,1.53,16.92,17.157740555555556,1,0
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27.437,OnTime,5.37,0,0,5.0,5.73,9.857621388888889,0,0
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23.067,Failed,14.51,1,0,2.43,12.83,6.5230741666666665,1,0
DL00190,O00875,D039,V003,H07,2025-10-31 23:21:00,2025-11-01 08:44:27.167,OnTime,2.25,0,0,4.79,7.74,9.390879722222223,0,0
DL00191,O00755,D161,V006,H08,2025-08-21 05:02:00,2025-08-21 12:04:57.236,OnTime,13.55,0,0,3.48,21.6,7.049232222222223,0,0
DL00192,O00118,D095,V112,H04,2025-08-18 22:16:00,2025-08-19 03:23:10.590,OnTime,14.13,0,0,4.64,16.49,5.119608333333334,0,0
DL00193,O00032,D017,V013,H08,2025-09-16 00:28:00,2025-09-15 23:38:00.000,OnTime,14.01,4,0,3.54,9.08,-0.8333333333333334,0,1
DL00194,O00422,D053,V110,H01,2025-08-07 09:57:00,2025-08-07 22:44:40.533,Delayed,8.77,2,0,2.58,9.97,12.7945925,1,1
DL00195,O00462,D162,V028,H06,2025-03-03 20:56:00,2025-03-04 07:39:20.158,Delayed,13.0,1,0,1.04,10.71,10.722266111111113,1,0
DL00196,O00469,D111,V009,H08,2024-09-19 00:27:00,2024-09-19 00:29:59.874,OnTime,13.83,1,0,3.85,12.41,0.049964999999999996,0,0
DL00197,O00478,D163,V053,H02,2025-04-21 00:07:00,2025-04-21 01:03:50.908,OnTime,11.17,0,0,5.0,2.84,0.9474744444444444,0,0
DL00198,O00465,D156,V111,H04,2024-12-08 07:33:00,2024-12-08 12:46:07.626,Delayed,8.01,0,0,3.38,10.98,5.2187850000000005,1,0
DL00199,O00821,D086,V088,H05,2025-01-25 03:15:00,2025-01-25 08:28:34.399,OnTime,24.31,1,0,4.36,18.49,5.226221944444445,0,0
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14.767,OnTime,31.46,2,0,4.38,16.38,0.7874352777777778,0,1
DL00201,O00008,D036,V041,H03,2024-04-03 20:22:00,2024-04-03 20:46:56.612,OnTime,14.08,0,0,5.0,12.87,0.41572555555555557,0,0
DL00202,O01057,D028,V054,H06,2025-03-23 12:38:00,2025-03-23 18:02:58.624,Delayed,19.31,2,0,3.67,17.41,5.416284444444444,1,1
DL00203,O00901,D107,V086,H08,2025-12-08 09:18:00,2025-12-08 16:36:10.579,Delayed,9.36,2,0,4.52,7.69,7.302938611111111,1,1
DL00204,O00025,D108,V062,H08,2025-01-10 22:15:00,2025-01-11 05:19:27.680,OnTime,11.32,1,0,4.64,15.67,7.074355555555556,0,0
DL00205,O00375,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429,OnTime,7.16,3,0,4.17,12.58,2.7928969444444443,0,1
DL00206,O00634,D045,V107,H02,2024-07-07 14:19:00,2024-07-07 17:45:48.033,OnTime,17.47,1,0,4.49,15.56,3.4466758333333334,0,0
DL00207,O01035,D121,V114,H04,2024-03-17 00:24:00,2024-03-17 06:31:20.483,OnTime,18.52,1,0,4.4,11.28,6.122356388888889,0,0
DL00208,O00964,D087,V018,H01,2024-04-13 03:27:00,2024-04-13 22:30:31.512,Failed,21.73,0,1,3.09,13.36,19.058753333333335,1,0
DL00209,O01154,D057,V107,H06,2024-09-05 16:29:00,,OnTime,11.22,1,0,4.31,13.88,,0,0
DL00210,O01191,D142,V016,H02,2024-02-19 19:24:00,2024-02-19 23:40:57.532,Delayed,16.24,3,0,3.43,13.43,4.282647777777777,1,1
DL00211,O01017,D102,V006,H08,2025-12-30 15:47:00,2025-12-30 19:01:17.386,OnTime,12.39,1,0,4.57,13.18,3.2381627777777777,0,0
DL00212,O01105,D142,V041,H01,2025-06-18 18:46:00,2025-06-19 18:15:30.157,Delayed,13.85,1,1,4.29,11.45,23.49171027777778,1,0
DL00213,O00807,D025,V073,H02,2025-10-16 07:59:00,2025-10-16 10:10:20.184,OnTime,8.57,0,0,4.33,10.42,2.18894,0,0
DL00214,O00552,D096,V010,H04,2025-11-09 03:20:00,2025-11-09 06:33:06.775,OnTime,6.09,0,0,3.02,7.3,3.218548611111111,0,0
DL00215,O01042,D100,V102,H06,2024-08-26 13:15:00,2024-08-27 08:07:20.124,Delayed,22.0,1,0,4.79,19.64,18.872256666666665,1,0
DL00216,O00167,D146,V019,H07,2024-04-27 21:19:00,2024-04-28 19:51:44.000,OnTime,30.01,0,0,3.37,18.54,22.545555555555556,0,0
DL00217,O01194,D020,V030,H01,2024-08-08 01:50:00,2024-08-08 01:09:07.154,OnTime,22.61,1,0,4.41,12.17,-0.6813461111111111,0,0
DL00218,O00136,D149,V010,H03,2024-11-27 17:12:00,2024-11-27 22:54:50.865,Delayed,3.51,1,0,3.27,4.15,5.714129166666667,1,0
DL00219,O00513,D087,V118,H07,2024-08-07 05:33:00,2024-08-07 09:00:38.553,OnTime,14.41,1,0,4.59,12.65,3.4607091666666667,0,0
DL00220,O00859,D079,V107,H08,2024-03-21 03:17:00,2024-03-21 07:59:50.955,OnTime,33.71,4,0,5.0,13.79,4.714154166666667,0,1
DL00221,O00594,D151,V092,H02,2024-03-11 21:43:00,2024-03-11 22:58:44.220,OnTime,12.09,3,0,3.25,11.03,1.2622833333333334,0,1
DL00222,O01010,D121,V045,H06,2024-05-18 21:01:00,2024-05-18 23:50:57.890,OnTime,9.72,0,0,5.0,8.53,2.832747222222222,0,0
DL00223,O00740,D155,V085,H08,2024-05-22 15:11:00,2024-05-22 20:28:55.835,Delayed,12.99,0,0,3.19,12.3,5.2988430555555555,1,0
DL00224,O00960,D034,V040,H07,2025-01-20 03:14:00,2025-01-20 03:27:00.000,OnTime,11.88,0,0,3.79,14.2,0.21666666666666667,0,0
DL00225,O00056,D150,V044,H05,2025-10-05 20:44:00,2025-10-06 00:53:02.095,OnTime,6.21,2,0,3.98,14.94,4.150581944444444,0,1
DL00226,O00823,D119,V030,H06,2025-02-05 21:33:00,2025-02-06 09:56:15.951,Delayed,9.28,0,0,2.17,10.29,12.387764166666667,1,0
DL00227,O01138,D083,V114,H04,2024-02-08 18:51:00,2024-02-08 20:38:03.974,OnTime,16.49,2,0,4.65,13.68,1.7844372222222222,0,1
DL00228,O01094,D052,V085,H04,2024-08-22 11:22:00,2024-08-22 10:34:20.985,OnTime,6.68,2,0,4.05,11.59,-0.7941708333333333,0,1
DL00229,O00518,D050,V036,H02,2025-12-11 02:26:00,2025-12-11 13:40:02.516,OnTime,14.89,0,0,3.97,13.89,11.234032222222224,0,0
DL00230,O00303,D055,V037,H06,2025-07-22 05:41:00,2025-07-23 00:56:58.415,Failed,14.85,1,0,2.34,13.21,19.26622638888889,1,0
DL00231,O00670,D014,V046,H05,2024-03-27 23:40:00,2024-03-28 02:54:39.523,OnTime,13.07,0,0,4.72,3.86,3.244311944444444,0,0
DL00232,O00397,D050,V101,H06,2025-06-18 19:47:00,2025-06-19 09:18:18.249,OnTime,29.8,1,0,3.71,14.58,13.521735833333334,0,0
DL00233,O01173,D094,V020,H04,2024-02-08 11:24:00,2024-02-08 17:48:05.085,OnTime,5.36,0,0,4.5,11.41,6.4014125,0,0
DL00234,O00340,D056,V028,H01,2025-02-10 03:37:00,2025-02-10 06:18:46.050,OnTime,13.52,1,0,2.88,6.77,2.696125,0,0
DL00235,O00507,D022,V109,H05,2025-12-13 06:42:00,2025-12-14 03:05:08.092,Failed,18.87,0,0,3.68,19.15,20.38558111111111,1,0
DL00236,O00013,D163,V009,H07,2024-03-29 22:48:00,2024-03-30 20:39:02.394,OnTime,20.1199999999999,2,0,3.74,17.02,21.850665,0,1
DL00237,O00082,D135,V099,H06,2024-07-30 05:49:00,2024-07-30 15:01:15.776,OnTime,12.83,1,0,3.62,20.26,9.204382222222222,0,0
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475,OnTime,14.2,2,0,4.02,13.01,10.233465277777777,0,1
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.016,Delayed,13.6,1,0,3.72,16.0,16.121671111111112,1,0
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2025-11-07 02:10:49.324,Failed,38.25,1,0,3.34,21.21,10.247034444444445,1,0
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,2024-12-31 04:43:09.844,OnTime,10.78,0,0,5.0,15.96,10.252734444444444,0,0
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2024-05-26 08:01:37.791,Delayed,4.26,2,0,1.93,17.11,9.177164166666666,1,1
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2024-06-15 20:11:53.742,OnTime,14.39,1,0,4.52,10.27,23.648261666666667,0,0
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,2024-07-22 17:48:27.423,OnTime,6.55,0,0,4.87,10.1,22.207617499999998,0,0
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,2024-11-16 03:42:19.847,OnTime,16.57,1,0,4.28,17.58,3.2055130555555555,0,0
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,2024-02-25 21:51:52.791,OnTime,20.51,0,0,4.05,12.98,20.347997499999998,0,0
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768,OnTime,11.09,0,0,4.04,5.77,5.521324444444445,0,0
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669,OnTime,7.06,1,0,5.0,13.65,23.521296944444444,0,0
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,2024-07-20 17:43:30.443,Delayed,15.28,0,1,3.02,15.91,7.975123055555556,1,0
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825,OnTime,6.39,0,0,4.03,7.45,1.9243958333333333,0,0
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,2024-02-11 06:46:03.568,Failed,14.27,0,0,3.89,16.33,14.767657777777778,1,0
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532,OnTime,11.34,0,0,4.06,10.82,4.067925555555555,0,0
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.634,OnTime,5.12,1,0,4.24,9.16,1.4396205555555555,0,0
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932,OnTime,11.34,1,0,4.09,12.33,4.868592222222222,0,0
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920,Delayed,28.05,3,0,3.35,18.76,10.6372,1,1
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.436,Delayed,8.17,1,0,3.16,14.91,7.160398888888889,1,0
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,2024-01-27 12:53:16.844,Delayed,15.88,1,0,3.54,14.05,22.471345555555555,1,0
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,2024-05-27 03:52:09.653,Delayed,15.09,2,0,3.74,8.22,6.686014722222222,1,1
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2024-10-05 01:21:38.292,Delayed,16.86,1,0,1.0,19.95,5.610636666666667,1,0
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,2024-09-04 16:41:43.922,OnTime,21.6,0,0,3.32,17.16,21.278867222222225,0,0
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,2025-04-19 11:53:50.948,Failed,10.73,1,1,3.18,9.58,10.564152222222221,1,0
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931,OnTime,5.51,0,0,4.14,10.11,0.9472030555555556,0,0
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,2025-12-30 04:56:17.180,Delayed,15.66,1,0,2.55,9.31,13.971438888888889,1,0
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2024-02-15 08:17:05.654,OnTime,11.61,0,0,4.33,11.38,24.784903888888888,0,0
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117,OnTime,14.43,0,0,4.54,15.01,2.636699166666667,0,0
DL00266,O01041,D154,V058,H06,2024-07-03 16:53:00,,OnTime,9.09,0,0,4.73,15.87,,0,0
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501,OnTime,7.98,1,0,4.96,8.83,1.7543058333333335,0,0
DL00268,O00030,D008,V056,H02,2025-10-05 03:47:00,,OnTime,8.7,1,0,3.88,15.46,,0,0
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2024-07-01 10:09:10.323,Delayed,16.05,1,0,1.96,13.91,34.519534166666666,1,0
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442,Failed,5.37,1,0,4.29,12.93,14.265956111111112,1,0
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,2024-01-23 01:31:56.633,Delayed,9.24,2,0,4.25,2.78,8.682398055555556,1,1
DL00272,O00494,D132,V028,H05,2025-09-02 15:53:00,2025-09-02 15:52:14.905,OnTime,21.67,1,0,4.27,20.58,-0.012526388888888889,0,0
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870,OnTime,9.75,0,0,2.95,14.1,3.1916305555555557,0,0
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209,OnTime,9.06,0,0,4.14,6.22,1.4747802777777776,0,0
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.050,OnTime,1.96,0,0,4.25,8.32,4.837513888888889,0,0
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,2025-04-27 08:38:51.218,OnTime,30.31,2,0,4.17,18.74,21.66422722222222,0,1
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546,OnTime,7.7,2,0,4.03,12.17,9.690985000000001,0,1
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2024-07-06 14:21:54.443,Failed,3.93,2,0,3.49,3.82,16.73178972222222,1,1
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,2025-05-13 20:41:51.543,OnTime,11.65,2,0,4.15,8.01,3.4476508333333333,0,1
DL00280,O00535,D037,V010,H03,2024-12-18 08:55:00,,OnTime,13.44,1,0,4.63,15.09,,0,0
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,2024-03-29 19:57:12.212,OnTime,24.03,1,0,4.79,22.2,3.1700588888888888,0,0
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,2024-01-19 02:56:30.044,OnTime,14.86,1,0,3.5,16.26,4.075012222222222,0,0
DL00283,O01212,D142,V068,H08,2024-08-01 12:31:00,,OnTime,18.32,2,0,3.76,18.79,,0,1
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,2024-07-01 08:34:00.640,OnTime,2.53,0,0,3.73,4.03,20.00017777777778,0,0
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,2025-06-22 17:41:05.902,OnTime,9.22,0,0,4.95,8.62,2.784972777777778,0,0
DL00286,O00059,D038,V047,H05,2025-11-20 19:24:00,,Delayed,13.74,0,1,3.32,7.06,,1,0
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.548,OnTime,36.08,2,0,4.24,24.5,4.406818888888889,0,1
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425,Delayed,14.61,0,0,1.0,15.39,11.12984027777778,1,0
DL00289,O00233,D027,V095,H01,2024-12-24 20:17:00,2024-12-24 18:09:00.000,OnTime,13.45,3,0,4.34,9.29,-2.1333333333333333,0,1
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2025-06-20 19:14:45.475,OnTime,30.93,0,0,5.0,19.1,2.3459652777777777,0,0
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445,OnTime,17.86,1,0,3.97,19.28,1.8173458333333332,0,0
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,2024-05-09 11:59:25.380,OnTime,15.21,1,0,4.41,18.9,3.7737166666666666,0,0
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,2024-06-13 10:45:19.325,OnTime,16.53,1,0,3.97,12.62,3.088701388888889,0,0
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.862,OnTime,12.21,0,0,4.39,15.82,8.984128333333334,0,0
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2024-01-14 14:16:20.091,OnTime,20.39,2,0,5.0,18.38,4.438914166666667,0,1
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2025-12-23 10:18:27.445,Delayed,16.44,2,0,4.7,11.33,14.324290277777777,1,1
DL00297,O01109,D107,V018,H01,2025-12-08 15:52:00,,OnTime,33.69,1,0,3.55,22.27,,0,0
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2025-06-06 23:06:57.382,Delayed,11.95,0,0,3.03,8.36,16.115939444444443,1,0
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.494,OnTime,15.83,3,0,4.49,12.5,1.1148594444444444,0,1
DL00300,O00222,D039,V056,H05,2024-09-25 13:54:00,2024-09-25 13:33:56.992,OnTime,10.01,1,0,3.41,14.32,-0.3341688888888889,0,0
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,2025-03-13 23:37:06.560,OnTime,9.27,0,0,5.0,9.21,23.00182222222222,0,0
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,2024-04-19 09:44:14.799,OnTime,14.89,0,0,3.6,10.25,12.104110833333333,0,0
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2025-10-14 05:00:10.582,OnTime,10.29,1,0,5.0,18.54,4.802939444444444,0,0
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,2024-10-30 06:42:08.708,Failed,11.81,0,1,2.83,10.31,14.319085555555555,1,0
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,2024-07-06 04:24:49.446,OnTime,27.25,0,0,3.81,15.04,3.313735,0,0
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.305,Delayed,34.53,4,1,2.96,19.47,11.721751388888888,1,1
DL00307,O00699,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.326,OnTime,11.84,1,0,3.9,12.44,9.151479444444444,0,0
DL00308,O00495,D146,V046,H01,2024-01-16 01:13:00,2024-01-16 07:46:08.760,OnTime,8.6,0,0,3.55,10.89,6.552433333333333,0,0
DL00309,O00783,D164,V089,H02,2024-06-28 23:56:00,2024-06-29 03:09:24.134,OnTime,10.02,0,0,3.2,6.99,3.2233705555555554,0,0
DL00310,O00285,D149,V077,H08,2025-01-05 13:48:00,2025-01-05 21:27:35.578,OnTime,9.55,2,0,4.67,12.27,7.659882777777778,0,1
DL00311,O00797,D086,V077,H05,2025-03-23 04:36:00,2025-03-23 08:18:19.598,OnTime,8.21,2,0,5.0,10.01,3.705443888888889,0,1
DL00312,O00204,D142,V043,H03,2025-10-22 23:06:00,2025-10-23 17:41:31.231,Failed,31.38,0,0,4.79,14.35,18.592008611111112,1,0
DL00313,O00601,D136,V005,H08,2025-05-23 04:56:00,2025-05-23 11:22:17.637,OnTime,17.43,2,0,3.9,12.77,6.4382325,0,1
DL00314,O00499,D078,V092,H08,2024-06-11 07:00:00,2024-06-11 09:11:43.991,OnTime,5.63,2,0,4.16,6.47,2.1955530555555556,0,1
DL00315,O01107,D082,V041,H04,2024-01-25 08:28:00,2024-01-26 02:41:51.339,Delayed,37.41,2,0,4.22,17.73,18.230927500000004,1,1
DL00316,O00081,D108,V095,H08,2025-04-17 15:01:00,2025-04-18 07:30:05.752,Failed,7.85,1,0,4.11,9.08,16.484931111111113,1,0
DL00317,O00711,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081,OnTime,13.76,1,0,4.67,13.99,1.6616891666666667,0,0
DL00318,O00281,D054,V041,H03,2024-12-03 07:14:00,2024-12-03 09:03:19.831,OnTime,26.5299999999999,3,0,4.48,16.02,1.8221752777777778,0,1
DL00319,O00937,D153,V103,H04,2024-04-24 08:08:00,2024-04-25 03:22:25.572,Failed,1.2,0,0,2.72,10.96,19.240436666666668,1,0
DL00320,O01030,D059,V006,H08,2025-08-29 10:29:00,2025-08-29 14:24:55.246,OnTime,5.12,1,0,5.0,10.77,3.9320127777777776,0,0
DL00321,O00438,D119,V052,H03,2025-12-29 18:51:00,2025-12-29 22:33:53.325,OnTime,8.71,3,0,4.26,14.34,3.7148125000000003,0,1
DL00322,O01025,D023,V030,H04,2024-04-29 16:53:00,2024-04-30 08:03:31.403,Delayed,11.02,1,0,5.0,13.23,15.175389722222222,1,0
DL00323,O00666,D011,V107,H04,2025-08-26 20:36:00,2025-08-27 21:37:46.154,OnTime,24.58,3,0,4.21,18.25,25.029487222222222,0,1
DL00324,O00455,D042,V059,H07,2024-08-14 04:59:00,2024-08-14 10:11:51.273,Failed,21.07,1,0,3.21,12.52,5.2142425,1,0
DL00325,O00582,D108,V001,H08,2024-11-06 12:05:00,2024-11-06 11:51:52.065,OnTime,14.87,0,0,5.0,14.0,-0.21887083333333332,0,0
DL00326,O00500,D137,V103,H07,2024-07-30 17:04:00,2024-07-31 05:16:59.303,OnTime,17.24,0,0,4.02,17.18,12.216473055555555,0,0
DL00327,O00418,D102,V023,H04,2025-11-07 07:55:00,2025-11-07 19:57:47.383,OnTime,9.17,0,0,4.78,9.88,12.046495277777778,0,0
DL00328,O00060,D009,V072,H02,2024-05-10 18:12:00,2024-05-10 23:00:20.976,OnTime,4.02,1,0,3.26,8.95,4.8058266666666665,0,0
DL00329,O00805,D100,V047,H08,2025-10-01 20:47:00,2025-10-01 23:37:09.410,OnTime,1.62,0,0,4.03,11.74,2.8359472222222224,0,0
DL00330,O00246,D049,V026,H04,2024-12-14 03:40:00,2024-12-14 21:45:40.053,Failed,15.83,1,0,2.59,16.95,18.094459166666667,1,0
DL00331,O01059,D005,V036,H07,2025-11-23 22:50:00,2025-11-24 01:57:10.992,OnTime,12.94,2,0,3.72,15.48,3.11972,0,1
DL00332,O00949,D121,V088,H06,2025-04-15 19:23:00,2025-04-16 22:34:29.223,Delayed,5.96,1,0,3.42,9.99,27.191450833333334,1,0
DL00333,O00930,D119,V063,H06,2025-08-20 08:58:00,2025-08-20 16:13:50.998,Delayed,21.85,0,0,1.76,16.51,7.264166111111111,1,0
DL00334,O00925,D018,V093,H03,2024-11-15 22:49:00,2024-11-16 17:18:41.963,Failed,17.65,0,1,3.01,12.27,18.494989722222222,1,0
DL00335,O00347,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954,OnTime,12.56,0,0,4.4,15.64,11.25915388888889,0,0
DL00336,O00891,D076,V071,H03,2025-02-21 18:25:00,,OnTime,6.82,1,0,3.73,6.0,,0,0
DL00337,O00659,D116,V100,H06,2024-11-14 19:53:00,2024-11-15 05:59:09.778,OnTime,23.37,1,0,4.48,14.95,10.10271611111111,0,0
DL00338,O00331,D085,V053,H05,2024-02-23 09:42:00,2024-02-23 14:36:51.780,OnTime,12.27,2,0,4.32,14.93,4.914383333333333,0,1
DL00339,O00593,D073,V111,H04,2025-06-22 11:57:00,2025-06-22 16:52:49.830,Delayed,4.33,0,0,1.57,12.76,4.930508333333334,1,0
DL00340,O00435,D086,V024,H05,2024-09-19 13:43:00,2024-09-19 14:58:25.665,OnTime,22.6,0,0,3.8,20.75,1.2571291666666666,0,0
DL00341,O01203,D050,V037,H07,2024-11-13 21:57:00,2024-11-14 21:39:10.558,OnTime,2.78,0,0,3.72,12.39,23.70293277777778,0,0
DL00342,O00123,D028,V090,H08,2024-07-14 07:47:00,2024-07-15 04:17:08.927,Failed,6.8,0,0,2.47,8.94,20.502479722222223,1,0
DL00343,O00505,D015,V012,H04,2025-03-29 21:38:00,2025-03-30 10:54:47.383,OnTime,34.31,1,0,2.98,15.09,13.279828611111112,0,0
DL00344,O00238,D164,V081,H02,2024-08-28 12:22:00,2024-08-28 15:44:24.161,OnTime,11.63,0,0,5.0,11.55,3.3733780555555555,0,0
DL00345,O01175,D036,V007,H06,2024-11-04 13:11:00,,OnTime,8.75,1,0,4.22,2.72,,0,0
DL00346,O00614,D097,V060,H03,2025-02-06 00:08:00,2025-02-05 23:06:08.579,OnTime,15.26,1,0,3.93,14.52,-1.0309502777777777,0,0
DL00347,O00343,D026,V030,H03,2024-12-09 02:01:00,2024-12-09 11:31:00.187,Delayed,15.62,0,1,3.94,18.0,9.500051944444444,1,0
DL00348,O00754,D098,V062,H01,2024-10-07 23:24:00,2024-10-08 16:07:55.556,Delayed,2.21,4,0,2.89,13.34,16.73209888888889,1,1
DL00349,O00231,D016,V042,H07,2024-12-16 02:23:00,2024-12-16 09:57:31.805,Delayed,15.82,0,0,2.75,11.11,7.575501388888889,1,0
DL00350,O01209,D019,V017,H06,2025-06-14 03:56:00,2025-06-14 09:51:38.919,Failed,13.23,1,0,3.05,11.77,5.9274775,1,0
DL00351,O00069,D142,V050,H07,2024-05-19 21:58:00,2024-05-20 09:27:10.018,OnTime,33.1299999999999,0,0,4.53,22.56,11.48611611111111,0,0
